word, frequency in 1, frequency in 2, frequency in 3, frequency in 4, frequency in 5, probability in 1, probability in 2, probability in 3, probability in 4, probability in 5, score,stdev
holds,0,0.01677,0.0102,0.01066,0.01046,0,0.348721148,0.212102308,0.221667706,0.217508838,3.307964234,0.112285791
mean,0,0.01677,0.0102,0,0,0,0.621802002,0.378197998,0,0,2.378197998,0.256776734
yes,0,0.01677,0.03466,0.01492,0.01689,0,0.201465642,0.416386353,0.17924075,0.202907256,3.38358962,0.1321095
expectations,0,0.01677,0.01631,0.01492,0.01689,0,0.258437356,0.251348436,0.22992757,0.260286639,3.492063492,0.100580042
taking,0,0.01677,0.01223,0.01279,0.01367,0,0.302380094,0.220519293,0.230616661,0.246483952,3.421204472,0.103923879
hood,0,0.01677,0,0.01279,0,0,0.567320704,0,0.432679296,0,2.865358593,0.248621863
reading,0,0.01677,0.02039,0.01385,0.01408,0,0.257643263,0.313258565,0.212782301,0.21631587,3.387770779,0.106376542
along,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
each,0,0.01677,0.01835,0.02344,0.02252,0,0.206832758,0.226319684,0.289097188,0.27775037,3.63776517,0.104616291
hit,0,0.01677,0.0102,0.01705,0,0,0.380963199,0.231712858,0.387323944,0,3.006360745,0.172536167
putting,0,0.01677,0,0.01918,0,0,0.466481224,0,0.533518776,0,3.067037552,0.245864604
five,0,0.01677,0.0102,0.03623,0.01649,0,0.210440457,0.127995984,0.454636717,0.206926842,3.658049944,0.148446233
period,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
cap,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
person,0,0.01677,0.01427,0.01172,0,0,0.392188962,0.333723106,0.274087933,0,2.881898971,0.167515664
couldn,0,0.01677,0.01223,0.01385,0.03579,0,0.213250254,0.15551882,0.176119023,0.455111902,3.873092574,0.146837685
vidal,0,0.01677,0.0102,0,0,0,0.621802002,0.378197998,0,0,2.378197998,0.256776734
burn,0,0.01677,0.01427,0.01598,0.02091,0,0.24687178,0.210069189,0.235242161,0.30781687,3.604004122,0.105037936
lots,0,0.01677,0,0.01812,0.04062,0,0.222089789,0,0.239968216,0.537941994,4.093762416,0.198136422
october,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
w,0,0.01677,0.02651,0.02238,0.02373,0,0.187604878,0.296565611,0.250363575,0.265465936,3.593690569,0.106113934
picture,0,0.01677,0.01835,0.01492,0,0,0.335131894,0.366706635,0.298161471,0,2.963029576,0.164734578
grip,0,0.01677,0.01223,0.01492,0.01247,0,0.297393155,0.216882426,0.264585919,0.2211385,3.409469764,0.104296328
cute,0,0.01677,0,0.01279,0.01609,0,0.36736035,0,0.280175246,0.352464403,3.617743702,0.165941527
finger,0,0.01677,0,0.01172,0,0,0.588627589,0,0.411372411,0,2.822744823,0.2512806
bright,0,0.01677,0.03059,0.04049,0.01609,0,0.161343083,0.294304406,0.389551664,0.154800847,3.537810275,0.132936432
large,0,0.01677,0.03874,0.03836,0.01971,0,0.147649234,0.341081176,0.337735517,0.173534073,3.537154429,0.128309017
break,0,0.01677,0.01427,0.01385,0.01367,0,0.286372951,0.243681694,0.236509563,0.233435792,3.417008197,0.101803023
operate,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
functions,0,0.01677,0.01223,0,0,0,0.578275862,0.421724138,0,0,2.421724138,0.249901669
cleaned,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
clean,0,0.01677,0,0.02451,0.02534,0,0.251726208,0,0.367907535,0.380366256,3.87691384,0.169352017
original,0,0.01677,0.03466,0.01279,0,0,0.261133603,0.539707256,0.19915914,0,2.938025537,0.199569058
straightening,0,0.01677,0.01223,0,0,0,0.578275862,0.421724138,0,0,2.421724138,0.249901669
chrome,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
useful,0,0.01677,0.01223,0.01172,0.01166,0,0.320160367,0.233486063,0.223749523,0.222604047,3.348797251,0.106428204
order,0,0.01677,0.02855,0.01812,0.03177,0,0.17613696,0.29986346,0.190316143,0.333683437,3.681546056,0.117053145
gift,0,0.01677,0,0.01598,0.03539,0,0.246110948,0,0.234517171,0.519371881,4.027149985,0.192518079
smooth,0,0.01677,0.0367,0.03517,0.06153,0,0.111673437,0.244389692,0.234201239,0.409735633,3.941999068,0.137790266
forever,0,0.01677,0.0102,0.01385,0.02212,0,0.266444233,0.162059104,0.220050842,0.351445821,3.656498252,0.117636917
force,0,0.01677,0.01427,0,0,0,0.540270619,0.459729381,0,0,2.459729381,0.246269546
given,0,0.01677,0.02447,0.02131,0.01005,0,0.230991736,0.337052342,0.293526171,0.138429752,3.339393939,0.120234664
considering,0,0.01677,0.01223,0.01066,0,0,0.422844175,0.308371155,0.26878467,0,2.845940494,0.170959156
people,0,0.01677,0.01427,0.03836,0.03217,0,0.165107807,0.14049424,0.377670572,0.31672738,3.846017525,0.134127189
leave,0,0.01677,0.02243,0.02451,0.02453,0,0.190049864,0.25419311,0.277765186,0.27799184,3.643699003,0.105039088
gone,0,0.01677,0,0.01066,0,0,0.611374408,0,0.388625592,0,2.777251185,0.254875859
must,0,0.01677,0.01835,0.01705,0.02694,0,0.211983314,0.231955505,0.21552269,0.340538491,3.684616357,0.110595457
didnt,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
family,0,0.01677,0,0,0.01689,0,0.498217469,0,0,0.501782531,3.505347594,0.244951569
haven,0,0.01677,0.02651,0.04795,0.02574,0,0.143370095,0.226639309,0.409934171,0.220056425,3.706676926,0.132959554
replacing,0,0.01677,0.01835,0,0,0,0.477505695,0.522494305,0,0,2.522494305,0.245361769
myself,0,0.01677,0.02651,0.02558,0.03579,0,0.160248447,0.253320592,0.244433827,0.341997133,3.768179646,0.115378354
feeling,0,0.01677,0.01427,0,0.01206,0,0.389095128,0.331090487,0,0.279814385,3.170533643,0.166920352
shown,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
slow,0,0.01677,0.01631,0,0,0,0.506952842,0.493047158,0,0,2.493047158,0.244988442
dead,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
weird,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
placement,0,0.01677,0.01427,0.01066,0,0,0.402158273,0.342206235,0.255635492,0,2.853477218,0.169815128
placed,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
bottom,0,0.01677,0.02039,0,0,0,0.451291712,0.548708288,0,0,2.548708288,0.246878511
taste,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
straighten,0,0.01341,0.01223,0.01279,0.02051,0,0.227519511,0.207499152,0.217000339,0.347980998,3.685442823,0.112250566
meant,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
higher,0,0.01341,0.03263,0.02344,0.01327,0,0.162054381,0.394320242,0.28326284,0.160362538,3.441933535,0.132441727
free,0,0.01341,0.01223,0.01812,0.02252,0,0.202323476,0.184520217,0.273385637,0.33977067,3.7506035,0.114163316
delivery,0,0.01341,0,0.01066,0.02131,0,0.295504628,0,0.234905245,0.469590128,3.878580873,0.180564862
switched,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
stated,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
meet,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
starting,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
life,0,0.01341,0.01223,0.01598,0.02735,0,0.194432362,0.177323474,0.23169494,0.396549224,3.830361027,0.126634427
lights,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
let,0,0.01341,0.01427,0.01812,0.01971,0,0.204701572,0.217829339,0.276598993,0.300870096,3.673637613,0.106190557
ends,0,0.01341,0.0102,0,0.01247,0,0.371674058,0.2827051,0,0.345620843,3.319567627,0.165841819
shine,0,0.01341,0.01427,0.01279,0.0181,0,0.228956804,0.243640089,0.21837118,0.309031928,3.607478231,0.104850766
held,0,0.01341,0.01223,0.01385,0.01126,0,0.264236453,0.240985222,0.272906404,0.221871921,3.452413793,0.101587238
spark,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
friend,0,0.01341,0.01223,0.01705,0.02051,0,0.212183544,0.193512658,0.269778481,0.324525316,3.70664557,0.110060088
sparking,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
heard,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
full,0,0.01341,0.0102,0.02877,0.0378,0,0.148702595,0.113107119,0.319028609,0.419161677,4.008649368,0.149920944
smells,0,0.01341,0.01427,0,0,0,0.484465318,0.515534682,0,0,2.515534682,0.245145937
january,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
hardly,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
lack,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
figured,0,0.01341,0.01427,0,0.01247,0,0.333997509,0.355417186,0,0.310585305,3.287173101,0.163913968
stick,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
slide,0,0.01341,0.01427,0.01492,0,0,0.314788732,0.334976526,0.350234742,0,3.035446009,0.163686037
finish,0,0.01341,0.01223,0.01492,0.01649,0,0.235056968,0.214373357,0.261524978,0.289044698,3.604557406,0.103101761
knob,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
stays,0,0.01341,0.01223,0,0.01528,0,0.32771261,0.298875855,0,0.373411535,3.419110459,0.165020305
iron,0,0.01341,0.0102,0.02558,0.03016,0,0.16899811,0.128544423,0.32236925,0.380088217,3.913547574,0.136728209
excited,0,0.01341,0.01427,0,0,0,0.484465318,0.515534682,0,0,2.515534682,0.245145937
lasting,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
hottest,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
floor,0,0.01341,0.01223,0,0,0,0.52301092,0.47698908,0,0,2.47698908,0.24538093
falling,0,0.01341,0.0102,0,0,0,0.56797967,0.43202033,0,0,2.43202033,0.248693575
shorter,0,0.01341,0.02447,0.01812,0,0,0.239464286,0.436964286,0.323571429,0,3.084107143,0.174916781
holder,0,0.01341,0.01223,0.01279,0,0,0.348946136,0.318240958,0.332812907,0,2.983866771,0.163587985
fly,0,0.01341,0.0102,0,0.01046,0,0.393601409,0.299383622,0,0.307014969,3.220428529,0.166619815
sometimes,0,0.01341,0.02855,0.03836,0.01488,0,0.140861345,0.299894958,0.402941176,0.156302521,3.574684874,0.138975519
lock,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
store,0,0.01341,0.0367,0.0309,0.0378,0,0.112869287,0.308896558,0.260079118,0.318155037,3.783519906,0.124113122
extra,0,0.01341,0.02039,0.02451,0.03137,0,0.149531668,0.227363961,0.273305085,0.349799286,3.823371989,0.119255441
sucks,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
giving,0,0.01341,0.01631,0.01385,0,0,0.307780583,0.374340142,0.317879275,0,3.010098692,0.164867621
items,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
awkward,0,0.01341,0.02039,0.01492,0,0,0.275246305,0.418513957,0.306239737,0,3.030993432,0.170115983
neither,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
body,0,0.01341,0.01223,0,0.02292,0,0.276153213,0.251853377,0,0.47199341,3.667833608,0.18026009
beginning,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
described,0,0.01341,0.02039,0,0.01689,0,0.264549221,0.402248964,0,0.333201815,3.401854409,0.169005307
seen,0,0.01341,0,0.01172,0.01408,0,0.342004591,0,0.298903341,0.359092068,3.675082887,0.164473378
together,0,0.01341,0,0.01705,0.01367,0,0.303874915,0,0.386358486,0.309766599,3.702016769,0.165872354
wet,0,0.01341,0,0,0.01609,0,0.454576271,0,0,0.545423729,3.636271186,0.24662791
babyliss,0,0.01341,0.01631,0,0,0,0.451211306,0.548788694,0,0,2.548788694,0.246884861
moving,0,0.01341,0,0.01279,0,0,0.511832061,0,0.488167939,0,2.976335878,0.245063255
bottle,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
pressing,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
avoid,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
white,0,0.01341,0,0.01172,0.01005,0,0.38118249,0,0.333143832,0.285673678,3.523308698,0.166068874
attach,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
tight,0,0.01341,0,0.01385,0,0,0.491929567,0,0.508070433,0,3.016140866,0.245002148
doesnt,0,0.01341,0.0102,0,0,0,0.56797967,0.43202033,0,0,2.43202033,0.248693575
doing,0,0.01341,0.02039,0.02344,0.01528,0,0.184914506,0.281163817,0.32322118,0.210700496,3.559707667,0.111456805
threw,0,0.01341,0.0102,0,0,0,0.56797967,0.43202033,0,0,2.43202033,0.248693575
third,0,0.01341,0,0.01385,0.0185,0,0.293050699,0,0.302666084,0.404283217,3.818181818,0.167887099
sassoon,0,0.01341,0.01223,0,0,0,0.52301092,0.47698908,0,0,2.47698908,0.24538093
salon,0,0.01341,0.02651,0.03836,0.05389,0,0.101460241,0.200575017,0.290232277,0.407732466,4.004236968,0.142130261
units,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
contacted,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
turns,0,0.01341,0.01427,0.01172,0,0,0.34035533,0.362182741,0.297461929,0,2.957106599,0.164621802
convenience,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
turbo,0,0.01341,0.01835,0.01812,0.0181,0,0.197263901,0.269932333,0.266548985,0.266254781,3.601794645,0.103649873
ruined,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
cleaning,0,0.01341,0,0.01279,0,0,0.511832061,0,0.488167939,0,2.976335878,0.245063255
christmas,0,0.01341,0,0,0.02855,0,0.319590086,0,0,0.680409914,4.041229743,0.270220456
chose,0,0.01341,0.01427,0.01385,0.01206,0,0.250233252,0.266281023,0.25844374,0.225041985,3.458294458,0.100954767
paying,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
customer,0,0.01341,0.01427,0,0.01408,0,0.32112069,0.341714559,0,0.337164751,3.353208812,0.163442593
careful,0,0.01341,0.02855,0.02558,0,0,0.198549008,0.422712467,0.378738525,0,3.180189517,0.179750053
photo,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
reviewers,0,0.01341,0.01835,0.01385,0,0,0.294014471,0.402324052,0.303661478,0,3.009647007,0.167642145
nicer,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
traveling,0,0.01341,0.02243,0.0309,0.0366,0,0.129765822,0.217050513,0.299012967,0.354170699,3.877588543,0.125535439
trash,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
service,0,0.01341,0.01631,0,0.02051,0,0.266971929,0.324706351,0,0.40832172,3.549671511,0.169372284
thinking,0,0.01341,0.01223,0,0,0,0.52301092,0.47698908,0,0,2.47698908,0.24538093
elchim,0,0.01341,0.01223,0,0.01086,0,0.36739726,0.335068493,0,0.297534247,3.227671233,0.164789727
amount,0,0.01341,0.01223,0.02771,0.02413,0,0.173076923,0.157847186,0.357640681,0.311435209,3.807434177,0.126309225
pushing,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
effective,0,0.01341,0,0,0.01046,0,0.561793046,0,0,0.438206954,3.314620863,0.248047077
element,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
shame,0,0.01341,0,0,0,0,1,0,0,0,2,0.4
mirror,0,0.01341,0.01631,0.01066,0.01247,0,0.253736991,0.308609272,0.201702933,0.235950804,3.41986755,0.105810206
recently,0,0.01341,0.01427,0.01385,0.02574,0,0.199345919,0.212130221,0.205886725,0.382637134,3.771815074,0.121275345
quieter,0,0.01341,0.04078,0.03836,0.04102,0,0.100396796,0.305308078,0.287190237,0.307104889,3.801003219,0.126557642
mins,0,0.01341,0,0.01172,0.01327,0,0.34921875,0,0.305208333,0.345572917,3.647135417,0.164028353
lemon,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
paint,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
sit,0,0.01006,0.0102,0,0,0,0.496544916,0.503455084,0,0,2.503455084,0.244958721
changes,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
child,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
gfi,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
user,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
important,0,0.01006,0.0102,0.01279,0,0,0.304387292,0.308623298,0.38698941,0,3.082602118,0.165928157
infiniti,0,0.01006,0.0102,0,0,0,0.496544916,0.503455084,0,0,2.503455084,0.244958721
actual,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
particular,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
changing,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
oz,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
reccomend,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
peeling,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
receive,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
perfectly,0,0.01006,0.01835,0.02451,0.04544,0,0.102277349,0.186559577,0.249186661,0.461976413,4.070862139,0.155422862
stops,0,0.01006,0.0102,0,0,0,0.496544916,0.503455084,0,0,2.503455084,0.244958721
catch,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
performs,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
addition,0,0.01006,0,0,0.01086,0,0.480879541,0,0,0.519120459,3.557361377,0.245247297
care,0,0.01006,0.0102,0.01492,0,0,0.285957931,0.289937464,0.424104605,0,3.138146674,0.17070465
cable,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
initially,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
installation,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
reviewer,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
fully,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
yrs,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
stylish,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
frequently,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
styler,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
inches,0,0.01006,0,0.01492,0,0,0.402722178,0,0.597277822,0,3.194555645,0.2525573
inch,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
unhappy,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
sturdy,0,0.01006,0.01427,0.02877,0.02011,0,0.137412922,0.194918727,0.392979101,0.27468925,3.80494468,0.131728797
ready,0,0.01006,0,0,0.01729,0,0.367824497,0,0,0.632175503,3.896526508,0.258820682
unlike,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
coating,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
yesterday,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
reach,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
safe,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
clumsy,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
overheated,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
mention,0,0.01006,0,0.01066,0,0,0.485521236,0,0.514478764,0,3.028957529,0.24512008
simple,0,0.01006,0.0102,0.02238,0.02252,0,0.154389196,0.156537753,0.343462247,0.345610804,3.880294659,0.130960479
overheats,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
accurate,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
future,0,0.01006,0.0102,0,0,0,0.496544916,0.503455084,0,0,2.503455084,0.244958721
strength,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
rv,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
rarely,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
straw,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
running,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
solano,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
hate,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
batch,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
hotter,0,0.01006,0.01835,0.01918,0,0,0.211388947,0.385585207,0.403025846,0,3.191636899,0.176516895
basic,0,0.01006,0.01631,0.02238,0,0,0.206358974,0.334564103,0.459076923,0,3.252717949,0.181806923
he,0,0.01006,0.02447,0.02344,0.02373,0,0.123133415,0.299510404,0.286903305,0.290452876,3.744675643,0.119619981
recomend,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
allows,0,0.01006,0,0.01918,0.01206,0,0.243583535,0,0.46440678,0.292009685,3.804842615,0.179039801
repair,0,0.01006,0.0102,0,0,0,0.496544916,0.503455084,0,0,2.503455084,0.244958721
alot,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
remember,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
start,0,0.01006,0.0102,0.01492,0,0,0.285957931,0.289937464,0.424104605,0,3.138146674,0.17070465
available,0,0.01006,0,0.01492,0.01568,0,0.247417609,0,0.366945401,0.38563699,3.890801771,0.170047222
push,0,0.01006,0.01223,0.01385,0.01327,0,0.20360251,0.247520745,0.28030763,0.268569116,3.613843352,0.103365602
hour,0,0.01006,0,0,0.01287,0,0.438726559,0,0,0.561273441,3.683820323,0.247995512
wore,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
helen,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
prior,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
socket,0,0.01006,0.01223,0,0,0,0.451323463,0.548676537,0,0,2.548676537,0.246876005
relative,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
anywhere,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
pull,0,0.01006,0.01223,0.01385,0,0,0.278361926,0.338406198,0.383231876,0,3.10486995,0.166655805
regularly,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
area,0,0.01006,0.0102,0.02025,0.01005,0,0.198971519,0.201740506,0.400514241,0.198773734,3.59909019,0.126658242
highly,0,0.01006,0,0.02131,0.10335,0,0.074673397,0,0.158179929,0.767146675,4.617799881,0.289520647
appears,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
issues,0,0.01006,0.02855,0.03304,0.02051,0,0.109157986,0.309787326,0.358506944,0.222547743,3.694444444,0.131101778
provide,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
watch,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
pick,0,0.01006,0.0102,0,0,0,0.496544916,0.503455084,0,0,2.503455084,0.244958721
wait,0,0.01006,0.0102,0,0.01287,0,0.303652279,0.307878056,0,0.388469665,3.473287051,0.166073649
pictured,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
wonderful,0,0.01006,0,0.01492,0.03298,0,0.173567978,0,0.25741891,0.569013112,4.221877157,0.209841016
admit,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
bring,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
pink,0,0.01006,0.02855,0.02025,0.02292,0,0.123012962,0.349107361,0.247615554,0.280264123,3.685130839,0.123991596
larger,0,0.01006,0.03466,0.02771,0,0,0.138892724,0.478530995,0.382576281,0,3.243683557,0.197305708
wants,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
adult,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
knows,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
blue,0,0.01006,0.0102,0,0.01005,0,0.331903662,0.3365226,0,0.331573738,3.331243814,0.163308692
results,0,0.01006,0.02243,0.01812,0.02815,0,0.127729812,0.284789233,0.230066023,0.357414931,3.817166074,0.124976494
blowdryers,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
husband,0,0.01006,0.01631,0.02131,0.02815,0,0.132665172,0.215086377,0.281023342,0.371225109,3.890808387,0.126999526
blades,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
bigger,0,0.01006,0.02039,0.02558,0.01126,0,0.149502155,0.303016793,0.380145638,0.167335414,3.565314311,0.131667702
beware,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
hang,0,0.01006,0.01835,0.01492,0.01568,0,0.17047958,0.310964243,0.252838502,0.265717675,3.613794272,0.109813696
hanging,0,0.01006,0.01835,0.01598,0,0,0.226627619,0.413381392,0.359990989,0,3.13336337,0.174262885
polish,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
house,0,0.01006,0.01223,0.02131,0.02252,0,0.15214761,0.184966727,0.322292801,0.340592861,3.851330913,0.124288159
behind,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
funny,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
hours,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
smelled,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
beautiful,0,0.01006,0,0,0.01528,0,0.397000789,0,0,0.602999211,3.808997632,0.253463084
tape,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
dropped,0,0.01006,0,0,0.01166,0,0.463167587,0,0,0.536832413,3.610497238,0.246054162
luckily,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
shop,0,0.01006,0.01223,0,0,0,0.451323463,0.548676537,0,0,2.548676537,0.246876005
therefore,0,0.01006,0.0102,0,0,0,0.496544916,0.503455084,0,0,2.503455084,0.244958721
dull,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
dangerous,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
final,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
damage,0,0.01006,0.01835,0.02131,0.02051,0,0.143243628,0.261284351,0.303431582,0.292040439,3.744268831,0.115018774
noises,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
shooting,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
december,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
fingers,0,0.01006,0.02039,0.01279,0,0,0.232654949,0.471554117,0.295790934,0,3.063135985,0.181098806
current,0,0.01006,0.01427,0.01066,0,0,0.287510717,0.407830809,0.304658474,0,3.017147757,0.168407344
durable,0,0.01006,0.0102,0,0.01408,0,0.292952825,0.297029703,0,0.410017472,3.52708212,0.168619293
curl,0,0.01006,0.01223,0.01066,0.01166,0,0.225509975,0.274153777,0.238959874,0.261376373,3.536202645,0.101424329
everyday,0,0.01006,0.0102,0.01279,0.02252,0,0.181032931,0.183552276,0.230160158,0.405254634,3.859636495,0.129359481
nor,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
target,0,0.01006,0.01223,0,0,0,0.451323463,0.548676537,0,0,2.548676537,0.246876005
noted,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
crazy,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
die,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
tiny,0,0.01006,0.02243,0.01492,0.01528,0,0.160472165,0.357792311,0.237996491,0.243739033,3.565002393,0.118167423
face,0,0.01006,0,0.01385,0.01086,0,0.289329882,0,0.398331895,0.312338223,3.733678458,0.167293302
fact,0,0.01006,0.04282,0.02451,0.02936,0,0.094238876,0.401124122,0.229601874,0.275035129,3.685433255,0.140102012
factor,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
timely,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
till,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
failure,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
major,0,0.01006,0.01631,0,0,0,0.381494122,0.618505878,0,0,2.618505878,0.256159047
customers,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
thrown,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
despite,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
nail,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
selling,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
name,0,0.01006,0.0102,0,0.01086,0,0.323264781,0.327763496,0,0.348971722,3.374678663,0.163529992
managed,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
narrow,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
fault,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
